# x	y	u	v	flags	mask
1.0950e+03	1.3830e+03	7.8178e-01	-3.7087e-01	0.0000e+00	0.0000e+00
1.1430e+03	1.3830e+03	9.3062e-01	-6.8387e-01	0.0000e+00	0.0000e+00
1.1910e+03	1.3830e+03	3.0510e-02	-4.5131e-01	0.0000e+00	0.0000e+00
1.2390e+03	1.3830e+03	-5.6888e-01	-5.5073e-01	0.0000e+00	0.0000e+00
1.2870e+03	1.3830e+03	-5.2631e-01	-7.8701e-01	0.0000e+00	0.0000e+00
1.3350e+03	1.3830e+03	-6.1814e-01	-8.1846e-01	0.0000e+00	0.0000e+00
1.3830e+03	1.3830e+03	-6.7062e-01	-2.6946e-01	0.0000e+00	0.0000e+00
1.4310e+03	1.3830e+03	2.1224e-01	3.7160e-01	0.0000e+00	0.0000e+00
1.4790e+03	1.3830e+03	1.4697e+00	1.3454e+00	0.0000e+00	0.0000e+00
1.5270e+03	1.3830e+03	6.9635e-01	-1.8842e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.3830e+03	3.5299e-03	7.8712e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.3830e+03	1.1425e-01	7.3103e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.3830e+03	2.4700e-01	5.3605e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.3830e+03	3.4507e-01	1.3528e-01	0.0000e+00	0.0000e+00
1.7670e+03	1.3830e+03	5.3085e-02	-1.1803e-01	0.0000e+00	0.0000e+00
1.8150e+03	1.3830e+03	-4.1554e-01	-1.7976e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.3830e+03	-4.2242e-01	-6.4283e-01	0.0000e+00	0.0000e+00
1.9110e+03	1.3830e+03	-3.0354e-01	-8.2533e-01	0.0000e+00	0.0000e+00
1.9590e+03	1.3830e+03	-1.0530e-01	-8.4332e-01	0.0000e+00	0.0000e+00
2.0070e+03	1.3830e+03	3.2299e-01	-8.9674e-01	0.0000e+00	0.0000e+00
3.9000e+01	1.3350e+03	1.0469e+00	-2.7184e-01	0.0000e+00	0.0000e+00
8.7000e+01	1.3350e+03	1.9462e+00	2.2120e-01	0.0000e+00	0.0000e+00
1.3500e+02	1.3350e+03	2.1268e+00	-5.9772e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.3350e+03	1.1265e+00	-5.1754e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.3350e+03	-2.7266e-01	4.1161e-01	0.0000e+00	0.0000e+00
2.7900e+02	1.3350e+03	-5.7432e-01	3.3359e-01	0.0000e+00	0.0000e+00
3.2700e+02	1.3350e+03	-7.8695e-01	9.4623e-02	0.0000e+00	0.0000e+00
3.7500e+02	1.3350e+03	-1.0689e+00	-1.1343e-01	0.0000e+00	0.0000e+00
4.2300e+02	1.3350e+03	-1.2002e+00	-3.8874e-01	0.0000e+00	0.0000e+00
4.7100e+02	1.3350e+03	-1.3780e+00	-6.9559e-01	0.0000e+00	0.0000e+00
5.1900e+02	1.3350e+03	-1.0389e+00	-1.0667e-03	0.0000e+00	0.0000e+00
5.6700e+02	1.3350e+03	-2.0354e+00	8.3426e-01	0.0000e+00	0.0000e+00
6.1500e+02	1.3350e+03	-6.3174e-01	-7.8220e-02	0.0000e+00	0.0000e+00
6.6300e+02	1.3350e+03	-1.1884e+00	1.6417e+00	0.0000e+00	0.0000e+00
7.1100e+02	1.3350e+03	-3.3213e-01	8.4574e-01	0.0000e+00	0.0000e+00
7.5900e+02	1.3350e+03	3.6926e-01	-5.7486e-01	0.0000e+00	0.0000e+00
8.0700e+02	1.3350e+03	1.2177e+00	-1.6859e+00	0.0000e+00	0.0000e+00
8.5500e+02	1.3350e+03	1.6088e+00	-1.3342e+00	0.0000e+00	0.0000e+00
9.0300e+02	1.3350e+03	1.8243e+00	-1.2553e+00	0.0000e+00	0.0000e+00
9.5100e+02	1.3350e+03	1.8156e+00	-7.6110e-01	0.0000e+00	0.0000e+00
9.9900e+02	1.3350e+03	2.0206e+00	-6.2853e-01	0.0000e+00	0.0000e+00
1.0470e+03	1.3350e+03	1.1198e+00	-8.5862e-01	0.0000e+00	0.0000e+00
1.0950e+03	1.3350e+03	8.2568e-01	-7.4693e-01	0.0000e+00	0.0000e+00
1.1430e+03	1.3350e+03	1.2524e+00	-7.1402e-01	0.0000e+00	0.0000e+00
1.1910e+03	1.3350e+03	8.4223e-01	-9.7318e-01	0.0000e+00	0.0000e+00
1.2390e+03	1.3350e+03	-3.5033e-01	-5.5599e-01	0.0000e+00	0.0000e+00
1.2870e+03	1.3350e+03	-4.4132e-01	-6.9080e-01	0.0000e+00	0.0000e+00
1.3350e+03	1.3350e+03	-7.0865e-01	-8.5217e-01	0.0000e+00	0.0000e+00
1.3830e+03	1.3350e+03	-1.2015e+00	7.2132e-01	0.0000e+00	0.0000e+00
1.4310e+03	1.3350e+03	6.0418e-01	9.5980e-01	0.0000e+00	0.0000e+00
1.4790e+03	1.3350e+03	1.4080e+00	-2.1795e-01	0.0000e+00	0.0000e+00
1.5270e+03	1.3350e+03	6.2590e-01	-2.4203e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.3350e+03	3.5812e-01	9.2771e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.3350e+03	4.1376e-01	7.8938e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.3350e+03	6.6052e-01	3.8898e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.3350e+03	7.7141e-01	5.7369e-02	0.0000e+00	0.0000e+00
1.7670e+03	1.3350e+03	8.2374e-01	-3.2625e-01	0.0000e+00	0.0000e+00
1.8150e+03	1.3350e+03	6.4138e-01	-8.1731e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.3350e+03	-1.3210e-01	-9.9403e-01	0.0000e+00	0.0000e+00
1.9110e+03	1.3350e+03	1.0913e-01	-7.5123e-01	0.0000e+00	0.0000e+00
1.9590e+03	1.3350e+03	2.8491e-01	-2.1463e-01	0.0000e+00	0.0000e+00
2.0070e+03	1.3350e+03	4.0814e-01	-3.5897e-01	0.0000e+00	0.0000e+00
3.9000e+01	1.2870e+03	2.2085e+00	-1.8183e-01	0.0000e+00	0.0000e+00
8.7000e+01	1.2870e+03	2.3428e+00	-5.2182e-02	0.0000e+00	0.0000e+00
1.3500e+02	1.2870e+03	2.4994e+00	-1.9009e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.2870e+03	1.2966e+00	-5.6670e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.2870e+03	3.4591e-01	1.3086e-01	0.0000e+00	0.0000e+00
2.7900e+02	1.2870e+03	-1.6561e-01	2.6913e-01	0.0000e+00	0.0000e+00
3.2700e+02	1.2870e+03	-5.3607e-01	4.1861e-02	0.0000e+00	0.0000e+00
3.7500e+02	1.2870e+03	-7.7106e-01	-1.9154e-01	0.0000e+00	0.0000e+00
4.2300e+02	1.2870e+03	-9.7545e-01	-5.4786e-01	0.0000e+00	0.0000e+00
4.7100e+02	1.2870e+03	-1.1348e+00	-8.8368e-01	0.0000e+00	0.0000e+00
5.1900e+02	1.2870e+03	-3.6935e-01	-5.4135e-01	0.0000e+00	0.0000e+00
5.6700e+02	1.2870e+03	5.8038e-01	1.3692e-01	0.0000e+00	0.0000e+00
6.1500e+02	1.2870e+03	-1.1998e+00	1.1201e+00	0.0000e+00	0.0000e+00
6.6300e+02	1.2870e+03	-1.6929e+00	2.1037e+00	0.0000e+00	0.0000e+00
7.1100e+02	1.2870e+03	-1.5025e+00	8.7160e-01	0.0000e+00	0.0000e+00
7.5900e+02	1.2870e+03	-1.9427e+00	1.0739e-01	0.0000e+00	0.0000e+00
8.0700e+02	1.2870e+03	-7.0475e-01	-2.4642e-01	0.0000e+00	0.0000e+00
8.5500e+02	1.2870e+03	9.5096e-02	-1.2514e+00	0.0000e+00	0.0000e+00
9.0300e+02	1.2870e+03	6.5173e-01	-1.9455e+00	0.0000e+00	0.0000e+00
9.5100e+02	1.2870e+03	1.1581e+00	-1.9876e+00	0.0000e+00	0.0000e+00
9.9900e+02	1.2870e+03	1.4161e+00	-1.9714e+00	0.0000e+00	0.0000e+00
1.0470e+03	1.2870e+03	8.9280e-01	-1.3526e+00	0.0000e+00	0.0000e+00
1.0950e+03	1.2870e+03	6.8495e-01	-9.4544e-01	0.0000e+00	0.0000e+00
1.1430e+03	1.2870e+03	1.3046e+00	-1.0649e+00	0.0000e+00	0.0000e+00
1.1910e+03	1.2870e+03	1.0376e+00	-1.0780e+00	0.0000e+00	0.0000e+00
1.2390e+03	1.2870e+03	-1.1226e-02	-6.6720e-01	0.0000e+00	0.0000e+00
1.2870e+03	1.2870e+03	-1.7285e-01	-7.8406e-01	0.0000e+00	0.0000e+00
1.3350e+03	1.2870e+03	-1.5303e-01	-1.1832e+00	0.0000e+00	0.0000e+00
1.3830e+03	1.2870e+03	4.7787e-01	-1.7267e-01	0.0000e+00	0.0000e+00
1.4310e+03	1.2870e+03	-5.6681e-01	1.4404e+00	0.0000e+00	0.0000e+00
1.4790e+03	1.2870e+03	8.5331e-02	2.1883e-01	0.0000e+00	0.0000e+00
1.5270e+03	1.2870e+03	7.6138e-01	2.1967e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.2870e+03	8.4049e-01	9.4940e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.2870e+03	7.3783e-01	6.8067e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.2870e+03	9.7649e-01	3.5423e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.2870e+03	1.1344e+00	6.9336e-02	0.0000e+00	0.0000e+00
1.7670e+03	1.2870e+03	1.3245e+00	-4.1071e-01	0.0000e+00	0.0000e+00
1.8150e+03	1.2870e+03	1.3976e+00	-8.2862e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.2870e+03	1.5291e+00	-1.0360e+00	0.0000e+00	0.0000e+00
1.9110e+03	1.2870e+03	1.7856e+00	-7.9312e-01	0.0000e+00	0.0000e+00
1.9590e+03	1.2870e+03	1.8821e+00	-4.9849e-02	0.0000e+00	0.0000e+00
2.0070e+03	1.2870e+03	2.0748e+00	-2.4350e-01	0.0000e+00	0.0000e+00
3.9000e+01	1.2390e+03	2.3341e+00	-2.9214e-01	0.0000e+00	0.0000e+00
8.7000e+01	1.2390e+03	2.3349e+00	-1.7589e-01	0.0000e+00	0.0000e+00
1.3500e+02	1.2390e+03	2.3205e+00	1.5328e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.2390e+03	1.5691e+00	-2.3374e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.2390e+03	4.8177e-01	-7.1268e-02	0.0000e+00	0.0000e+00
2.7900e+02	1.2390e+03	6.5563e-02	1.3217e-02	0.0000e+00	0.0000e+00
3.2700e+02	1.2390e+03	-2.4436e-01	-1.6913e-02	0.0000e+00	0.0000e+00
3.7500e+02	1.2390e+03	-5.1619e-01	-1.9732e-01	0.0000e+00	0.0000e+00
4.2300e+02	1.2390e+03	-5.9565e-01	-5.7721e-01	0.0000e+00	0.0000e+00
4.7100e+02	1.2390e+03	-7.3026e-01	-8.7661e-01	0.0000e+00	0.0000e+00
5.1900e+02	1.2390e+03	-5.5509e-01	-1.3921e+00	0.0000e+00	0.0000e+00
5.6700e+02	1.2390e+03	2.3470e-01	-1.1813e+00	0.0000e+00	0.0000e+00
6.1500e+02	1.2390e+03	-9.3043e-01	4.2400e-01	0.0000e+00	0.0000e+00
6.6300e+02	1.2390e+03	-1.6365e+00	2.1526e+00	0.0000e+00	0.0000e+00
7.1100e+02	1.2390e+03	-2.1379e+00	1.7489e+00	0.0000e+00	0.0000e+00
7.5900e+02	1.2390e+03	-1.7507e+00	3.0731e-01	0.0000e+00	0.0000e+00
8.0700e+02	1.2390e+03	-2.3000e+00	-2.4144e-02	0.0000e+00	0.0000e+00
8.5500e+02	1.2390e+03	-2.4541e+00	-1.0323e+00	0.0000e+00	0.0000e+00
9.0300e+02	1.2390e+03	-1.5169e+00	-1.4262e+00	0.0000e+00	0.0000e+00
9.5100e+02	1.2390e+03	-3.2384e-01	-5.8763e-01	0.0000e+00	0.0000e+00
9.9900e+02	1.2390e+03	-4.6670e-02	-2.0706e+00	0.0000e+00	0.0000e+00
1.0470e+03	1.2390e+03	5.7008e-02	-1.6539e+00	0.0000e+00	0.0000e+00
1.0950e+03	1.2390e+03	5.1238e-01	-1.1580e+00	0.0000e+00	0.0000e+00
1.1430e+03	1.2390e+03	1.2564e+00	-1.3745e+00	0.0000e+00	0.0000e+00
1.1910e+03	1.2390e+03	1.0357e+00	-1.0499e+00	0.0000e+00	0.0000e+00
1.2390e+03	1.2390e+03	5.3881e-01	-9.3088e-01	0.0000e+00	0.0000e+00
1.2870e+03	1.2390e+03	2.6361e-03	-8.4158e-01	0.0000e+00	0.0000e+00
1.3350e+03	1.2390e+03	4.2436e-01	-8.1901e-01	0.0000e+00	0.0000e+00
1.3830e+03	1.2390e+03	1.0990e+00	3.2843e-01	0.0000e+00	0.0000e+00
1.4310e+03	1.2390e+03	6.2837e-01	6.9499e-01	0.0000e+00	0.0000e+00
1.4790e+03	1.2390e+03	9.1862e-01	3.8608e-01	0.0000e+00	0.0000e+00
1.5270e+03	1.2390e+03	8.9100e-01	2.5089e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.2390e+03	1.0657e+00	7.9264e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.2390e+03	9.7204e-01	5.6873e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.2390e+03	1.1982e+00	3.3985e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.2390e+03	1.4684e+00	3.2072e-02	0.0000e+00	0.0000e+00
1.7670e+03	1.2390e+03	1.6318e+00	-2.7177e-01	0.0000e+00	0.0000e+00
1.8150e+03	1.2390e+03	1.7204e+00	-4.4646e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.2390e+03	1.7998e+00	-6.5248e-01	0.0000e+00	0.0000e+00
1.9110e+03	1.2390e+03	1.9002e+00	-6.0676e-01	0.0000e+00	0.0000e+00
1.9590e+03	1.2390e+03	2.0482e+00	-4.4756e-01	0.0000e+00	0.0000e+00
2.0070e+03	1.2390e+03	2.1874e+00	-4.2999e-01	0.0000e+00	0.0000e+00
3.9000e+01	1.1910e+03	2.2226e+00	-2.3632e-01	0.0000e+00	0.0000e+00
8.7000e+01	1.1910e+03	2.0128e+00	-9.4217e-02	0.0000e+00	0.0000e+00
1.3500e+02	1.1910e+03	1.1358e+00	-1.5444e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.1910e+03	5.6283e-01	-4.0095e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.1910e+03	7.5197e-01	1.2217e-01	0.0000e+00	0.0000e+00
2.7900e+02	1.1910e+03	7.6939e-01	-2.8618e-01	0.0000e+00	0.0000e+00
3.2700e+02	1.1910e+03	6.3909e-02	2.2302e-03	0.0000e+00	0.0000e+00
3.7500e+02	1.1910e+03	-1.6306e-01	-3.0015e-01	0.0000e+00	0.0000e+00
4.2300e+02	1.1910e+03	-3.8721e-01	-4.6515e-01	0.0000e+00	0.0000e+00
4.7100e+02	1.1910e+03	-4.0600e-01	-6.9074e-01	0.0000e+00	0.0000e+00
5.1900e+02	1.1910e+03	-2.3653e-01	-8.6374e-01	0.0000e+00	0.0000e+00
5.6700e+02	1.1910e+03	1.7462e-01	-9.0039e-01	0.0000e+00	0.0000e+00
6.1500e+02	1.1910e+03	2.2082e-01	-1.0408e-01	0.0000e+00	0.0000e+00
6.6300e+02	1.1910e+03	-6.1484e-01	1.3221e+00	0.0000e+00	0.0000e+00
7.1100e+02	1.1910e+03	-1.7549e+00	1.6962e+00	0.0000e+00	0.0000e+00
7.5900e+02	1.1910e+03	-2.7257e+00	7.3845e-01	0.0000e+00	0.0000e+00
8.0700e+02	1.1910e+03	-3.1197e+00	-1.8284e-01	0.0000e+00	0.0000e+00
8.5500e+02	1.1910e+03	-2.3045e+00	-8.4552e-01	0.0000e+00	0.0000e+00
9.0300e+02	1.1910e+03	-1.7553e+00	-1.4004e+00	0.0000e+00	0.0000e+00
9.5100e+02	1.1910e+03	-1.6356e+00	-1.7329e+00	0.0000e+00	0.0000e+00
9.9900e+02	1.1910e+03	-1.1795e+00	-1.9353e+00	0.0000e+00	0.0000e+00
1.0470e+03	1.1910e+03	-2.9754e-01	-1.7424e+00	0.0000e+00	0.0000e+00
1.0950e+03	1.1910e+03	5.1396e-01	-1.6809e+00	0.0000e+00	0.0000e+00
1.1430e+03	1.1910e+03	1.0956e+00	-1.3988e+00	0.0000e+00	0.0000e+00
1.1910e+03	1.1910e+03	8.8086e-01	-1.0607e+00	0.0000e+00	0.0000e+00
1.2390e+03	1.1910e+03	8.0132e-01	-1.2015e+00	0.0000e+00	0.0000e+00
1.2870e+03	1.1910e+03	1.0925e-01	-1.1715e+00	0.0000e+00	0.0000e+00
1.3350e+03	1.1910e+03	1.2644e+00	-1.0838e+00	0.0000e+00	0.0000e+00
1.3830e+03	1.1910e+03	1.4380e+00	-7.3745e-02	0.0000e+00	0.0000e+00
1.4310e+03	1.1910e+03	1.2605e+00	4.3323e-01	0.0000e+00	0.0000e+00
1.4790e+03	1.1910e+03	1.2786e+00	-3.7103e-01	0.0000e+00	0.0000e+00
1.5270e+03	1.1910e+03	1.1892e+00	-1.5884e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.1910e+03	1.2165e+00	5.7064e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.1910e+03	1.1777e+00	4.6576e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.1910e+03	1.4592e+00	2.8116e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.1910e+03	1.7948e+00	1.1619e-01	0.0000e+00	0.0000e+00
1.7670e+03	1.1910e+03	1.8592e+00	-6.7587e-02	0.0000e+00	0.0000e+00
1.8150e+03	1.1910e+03	1.8756e+00	-2.2466e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.1910e+03	1.8060e+00	-3.0400e-01	0.0000e+00	0.0000e+00
1.9110e+03	1.1910e+03	1.8952e+00	-3.6488e-01	0.0000e+00	0.0000e+00
1.9590e+03	1.1910e+03	1.9899e+00	-3.4278e-01	0.0000e+00	0.0000e+00
2.0070e+03	1.1910e+03	2.1611e+00	-3.1567e-01	0.0000e+00	0.0000e+00
3.9000e+01	1.1430e+03	1.8370e+00	-4.4057e-01	0.0000e+00	0.0000e+00
8.7000e+01	1.1430e+03	1.3454e+00	-6.8320e-01	0.0000e+00	0.0000e+00
1.3500e+02	1.1430e+03	5.5817e-01	-4.3262e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.1430e+03	6.2885e-01	-2.1631e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.1430e+03	1.3772e+00	4.5872e-01	0.0000e+00	0.0000e+00
2.7900e+02	1.1430e+03	8.4504e-01	-1.0585e-01	0.0000e+00	0.0000e+00
3.2700e+02	1.1430e+03	9.9384e-01	-6.0761e-01	0.0000e+00	0.0000e+00
3.7500e+02	1.1430e+03	9.6403e-02	-4.5145e-01	0.0000e+00	0.0000e+00
4.2300e+02	1.1430e+03	-2.3345e-01	-3.3926e-01	0.0000e+00	0.0000e+00
4.7100e+02	1.1430e+03	-2.4765e-01	-4.5531e-01	0.0000e+00	0.0000e+00
5.1900e+02	1.1430e+03	-1.5387e-01	-6.7307e-01	0.0000e+00	0.0000e+00
5.6700e+02	1.1430e+03	1.1608e-01	-5.9545e-01	0.0000e+00	0.0000e+00
6.1500e+02	1.1430e+03	5.6219e-01	-1.0691e-01	0.0000e+00	0.0000e+00
6.6300e+02	1.1430e+03	1.0812e-01	5.0366e-01	0.0000e+00	0.0000e+00
7.1100e+02	1.1430e+03	-9.1316e-01	1.5139e+00	0.0000e+00	0.0000e+00
7.5900e+02	1.1430e+03	-1.9235e+00	8.8003e-01	0.0000e+00	0.0000e+00
8.0700e+02	1.1430e+03	-2.4923e+00	2.7166e-01	0.0000e+00	0.0000e+00
8.5500e+02	1.1430e+03	-2.8858e+00	-3.8303e-01	0.0000e+00	0.0000e+00
9.0300e+02	1.1430e+03	-2.7878e+00	-1.0905e+00	0.0000e+00	0.0000e+00
9.5100e+02	1.1430e+03	-2.2326e+00	-1.6268e+00	0.0000e+00	0.0000e+00
9.9900e+02	1.1430e+03	-1.5149e+00	-1.8529e+00	0.0000e+00	0.0000e+00
1.0470e+03	1.1430e+03	-7.9178e-01	-1.8935e+00	0.0000e+00	0.0000e+00
1.0950e+03	1.1430e+03	1.4697e-01	-1.6200e+00	0.0000e+00	0.0000e+00
1.1430e+03	1.1430e+03	6.1216e-01	-1.2130e+00	0.0000e+00	0.0000e+00
1.1910e+03	1.1430e+03	9.2066e-01	-1.0835e+00	0.0000e+00	0.0000e+00
1.2390e+03	1.1430e+03	1.2119e+00	-1.0943e+00	0.0000e+00	0.0000e+00
1.2870e+03	1.1430e+03	1.4788e+00	-1.0095e+00	0.0000e+00	0.0000e+00
1.3350e+03	1.1430e+03	1.8701e+00	-4.0457e-01	0.0000e+00	0.0000e+00
1.3830e+03	1.1430e+03	1.6466e+00	7.3865e-02	0.0000e+00	0.0000e+00
1.4310e+03	1.1430e+03	1.3624e+00	-1.7552e-02	0.0000e+00	0.0000e+00
1.4790e+03	1.1430e+03	1.2112e+00	-7.2807e-01	0.0000e+00	0.0000e+00
1.5270e+03	1.1430e+03	1.3430e+00	1.3441e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.1430e+03	1.2222e+00	4.6730e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.1430e+03	1.2349e+00	3.8178e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.1430e+03	1.5745e+00	2.5363e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.1430e+03	1.9172e+00	1.6835e-01	0.0000e+00	0.0000e+00
1.7670e+03	1.1430e+03	1.9752e+00	6.0451e-02	0.0000e+00	0.0000e+00
1.8150e+03	1.1430e+03	1.9031e+00	1.7176e-02	0.0000e+00	0.0000e+00
1.8630e+03	1.1430e+03	1.8779e+00	-4.9911e-05	0.0000e+00	0.0000e+00
1.9110e+03	1.1430e+03	1.8419e+00	-1.6558e-02	0.0000e+00	0.0000e+00
1.9590e+03	1.1430e+03	1.9424e+00	4.7572e-02	0.0000e+00	0.0000e+00
2.0070e+03	1.1430e+03	2.0239e+00	9.2910e-02	0.0000e+00	0.0000e+00
3.9000e+01	1.0950e+03	-7.8776e-01	-2.6418e-01	0.0000e+00	0.0000e+00
8.7000e+01	1.0950e+03	4.0982e-01	-2.1132e-01	0.0000e+00	0.0000e+00
1.3500e+02	1.0950e+03	1.4385e+00	2.1190e-02	0.0000e+00	0.0000e+00
1.8300e+02	1.0950e+03	2.0343e+00	4.8195e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.0950e+03	2.0599e+00	3.2933e-01	0.0000e+00	0.0000e+00
2.7900e+02	1.0950e+03	1.8972e+00	-1.4168e-01	0.0000e+00	0.0000e+00
3.2700e+02	1.0950e+03	1.7195e+00	-7.4734e-01	0.0000e+00	0.0000e+00
3.7500e+02	1.0950e+03	1.3994e+00	-1.2399e+00	0.0000e+00	0.0000e+00
4.2300e+02	1.0950e+03	1.2601e+00	-2.2120e-02	0.0000e+00	0.0000e+00
4.7100e+02	1.0950e+03	3.6147e-01	-2.1147e-01	0.0000e+00	0.0000e+00
5.1900e+02	1.0950e+03	6.9565e-02	-5.1064e-01	0.0000e+00	0.0000e+00
5.6700e+02	1.0950e+03	-1.5438e-01	-6.8107e-01	0.0000e+00	0.0000e+00
6.1500e+02	1.0950e+03	6.7845e-01	-1.5840e-01	0.0000e+00	0.0000e+00
6.6300e+02	1.0950e+03	9.6827e-01	2.7123e-01	0.0000e+00	0.0000e+00
7.1100e+02	1.0950e+03	-5.2061e-02	8.2517e-01	0.0000e+00	0.0000e+00
7.5900e+02	1.0950e+03	-1.5241e+00	8.6957e-01	0.0000e+00	0.0000e+00
8.0700e+02	1.0950e+03	-1.9110e+00	7.2330e-01	0.0000e+00	0.0000e+00
8.5500e+02	1.0950e+03	-2.2802e+00	-7.1752e-02	0.0000e+00	0.0000e+00
9.0300e+02	1.0950e+03	-2.7096e+00	-6.6557e-01	0.0000e+00	0.0000e+00
9.5100e+02	1.0950e+03	-2.7119e+00	-1.0675e+00	0.0000e+00	0.0000e+00
9.9900e+02	1.0950e+03	-1.9871e+00	-1.4707e+00	0.0000e+00	0.0000e+00
1.0470e+03	1.0950e+03	-9.2485e-01	-1.6269e+00	0.0000e+00	0.0000e+00
1.0950e+03	1.0950e+03	-2.0025e-01	-1.3864e+00	0.0000e+00	0.0000e+00
1.1430e+03	1.0950e+03	2.8995e-01	-1.0705e+00	0.0000e+00	0.0000e+00
1.1910e+03	1.0950e+03	7.8506e-01	-8.2475e-01	0.0000e+00	0.0000e+00
1.2390e+03	1.0950e+03	1.1316e+00	-6.6838e-01	0.0000e+00	0.0000e+00
1.2870e+03	1.0950e+03	1.4746e+00	-5.1923e-01	0.0000e+00	0.0000e+00
1.3350e+03	1.0950e+03	1.7450e+00	-3.5896e-01	0.0000e+00	0.0000e+00
1.3830e+03	1.0950e+03	1.4633e+00	-3.1021e-01	0.0000e+00	0.0000e+00
1.4310e+03	1.0950e+03	1.3896e+00	-7.8747e-01	0.0000e+00	0.0000e+00
1.4790e+03	1.0950e+03	1.0926e+00	-7.9524e-01	0.0000e+00	0.0000e+00
1.5270e+03	1.0950e+03	1.4806e+00	4.4699e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.0950e+03	1.1580e+00	4.4707e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.0950e+03	1.3926e+00	3.1086e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.0950e+03	1.6542e+00	1.9517e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.0950e+03	1.9472e+00	1.7365e-01	0.0000e+00	0.0000e+00
1.7670e+03	1.0950e+03	2.0056e+00	1.8628e-01	0.0000e+00	0.0000e+00
1.8150e+03	1.0950e+03	1.9490e+00	1.9350e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.0950e+03	1.8285e+00	1.3459e-01	0.0000e+00	0.0000e+00
1.9110e+03	1.0950e+03	1.9348e+00	1.8299e-01	0.0000e+00	0.0000e+00
1.9590e+03	1.0950e+03	9.1306e-01	8.4096e-02	0.0000e+00	0.0000e+00
2.0070e+03	1.0950e+03	-1.1580e+00	-3.1055e-01	0.0000e+00	0.0000e+00
3.9000e+01	1.0470e+03	8.2264e-01	1.0606e+00	0.0000e+00	0.0000e+00
8.7000e+01	1.0470e+03	1.5070e+00	1.1771e+00	0.0000e+00	0.0000e+00
1.3500e+02	1.0470e+03	2.0174e+00	8.0120e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.0470e+03	2.1782e+00	5.3888e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.0470e+03	2.4805e+00	2.9473e-01	0.0000e+00	0.0000e+00
2.7900e+02	1.0470e+03	2.4607e+00	-1.3365e-01	0.0000e+00	0.0000e+00
3.2700e+02	1.0470e+03	2.1573e+00	-6.8165e-01	0.0000e+00	0.0000e+00
3.7500e+02	1.0470e+03	1.9831e+00	-8.6859e-01	0.0000e+00	0.0000e+00
4.2300e+02	1.0470e+03	2.0232e+00	-5.8614e-01	0.0000e+00	0.0000e+00
4.7100e+02	1.0470e+03	1.9727e+00	-5.7652e-01	0.0000e+00	0.0000e+00
5.1900e+02	1.0470e+03	1.8448e+00	-4.1224e-01	0.0000e+00	0.0000e+00
5.6700e+02	1.0470e+03	1.7758e+00	-1.0987e-01	0.0000e+00	0.0000e+00
6.1500e+02	1.0470e+03	2.3352e+00	2.8800e-01	0.0000e+00	0.0000e+00
