# x	y	u	v	flags	mask
1.5270e+03	1.7190e+03	3.1816e-01	8.6655e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.7190e+03	9.1808e-01	2.2022e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.7190e+03	8.7178e-01	-1.6434e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.7190e+03	9.7738e-02	-8.6011e-02	0.0000e+00	0.0000e+00
1.7190e+03	1.7190e+03	9.1054e-01	-1.0966e+00	0.0000e+00	0.0000e+00
1.7670e+03	1.7190e+03	-3.3652e-01	-1.0810e+00	0.0000e+00	0.0000e+00
1.8150e+03	1.7190e+03	-8.7578e-01	-8.9922e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.7190e+03	-1.0318e+00	-8.2656e-01	0.0000e+00	0.0000e+00
1.9110e+03	1.7190e+03	-1.0515e+00	-8.7718e-01	0.0000e+00	0.0000e+00
1.9590e+03	1.7190e+03	-1.0638e+00	-1.0097e+00	0.0000e+00	0.0000e+00
2.0070e+03	1.7190e+03	-1.2081e+00	-1.1157e+00	0.0000e+00	0.0000e+00
3.9000e+01	1.6710e+03	1.7095e-01	-3.6042e-01	0.0000e+00	0.0000e+00
8.7000e+01	1.6710e+03	9.5521e-01	1.2848e-01	0.0000e+00	0.0000e+00
1.3500e+02	1.6710e+03	1.2445e+00	3.9795e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.6710e+03	1.2984e+00	8.1881e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.6710e+03	1.0839e+00	1.0461e+00	0.0000e+00	0.0000e+00
2.7900e+02	1.6710e+03	1.4775e+00	1.0630e+00	0.0000e+00	0.0000e+00
3.2700e+02	1.6710e+03	1.1806e+00	1.5804e-01	0.0000e+00	0.0000e+00
3.7500e+02	1.6710e+03	1.0880e+00	-4.0324e-01	0.0000e+00	0.0000e+00
4.2300e+02	1.6710e+03	1.2112e+00	-1.8918e-01	0.0000e+00	0.0000e+00
4.7100e+02	1.6710e+03	1.9883e+00	3.5648e-01	0.0000e+00	0.0000e+00
5.1900e+02	1.6710e+03	2.2194e+00	1.9455e-01	0.0000e+00	0.0000e+00
5.6700e+02	1.6710e+03	2.2816e+00	3.9841e-02	0.0000e+00	0.0000e+00
6.1500e+02	1.6710e+03	2.1912e+00	-1.3077e-01	0.0000e+00	0.0000e+00
6.6300e+02	1.6710e+03	2.0559e+00	-3.0340e-01	0.0000e+00	0.0000e+00
7.1100e+02	1.6710e+03	1.8274e+00	-4.5344e-01	0.0000e+00	0.0000e+00
7.5900e+02	1.6710e+03	1.3669e+00	-3.2126e-01	0.0000e+00	0.0000e+00
8.0700e+02	1.6710e+03	1.0133e+00	-3.1026e-01	0.0000e+00	0.0000e+00
8.5500e+02	1.6710e+03	-9.5123e-01	-3.1766e-01	0.0000e+00	0.0000e+00
9.0300e+02	1.6710e+03	-1.3631e+00	1.6412e-01	0.0000e+00	0.0000e+00
9.5100e+02	1.6710e+03	-1.4151e+00	-6.3861e-01	0.0000e+00	0.0000e+00
9.9900e+02	1.6710e+03	-1.4662e+00	3.6601e-01	0.0000e+00	0.0000e+00
1.0470e+03	1.6710e+03	-1.2249e+00	6.2719e-01	0.0000e+00	0.0000e+00
1.0950e+03	1.6710e+03	-1.1952e+00	4.2496e-01	0.0000e+00	0.0000e+00
1.1430e+03	1.6710e+03	-4.8653e-01	-7.1961e-01	0.0000e+00	0.0000e+00
1.1910e+03	1.6710e+03	-1.0480e-01	-3.5847e-01	0.0000e+00	0.0000e+00
1.2390e+03	1.6710e+03	1.1954e-01	2.7629e-01	0.0000e+00	0.0000e+00
1.2870e+03	1.6710e+03	4.2009e-02	5.5212e-01	0.0000e+00	0.0000e+00
1.3350e+03	1.6710e+03	2.2973e-01	6.3241e-01	0.0000e+00	0.0000e+00
1.3830e+03	1.6710e+03	-1.4524e-01	2.2024e-01	0.0000e+00	0.0000e+00
1.4310e+03	1.6710e+03	-3.0378e-01	4.9334e-01	0.0000e+00	0.0000e+00
1.4790e+03	1.6710e+03	-3.9554e-01	3.1427e-01	0.0000e+00	0.0000e+00
1.5270e+03	1.6710e+03	8.3064e-03	1.6083e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.6710e+03	5.9822e-01	-8.6643e-03	0.0000e+00	0.0000e+00
1.6230e+03	1.6710e+03	6.0413e-01	-3.1202e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.6710e+03	5.4758e-01	-4.5495e-02	0.0000e+00	0.0000e+00
1.7190e+03	1.6710e+03	5.0677e-01	-7.2975e-01	0.0000e+00	0.0000e+00
1.7670e+03	1.6710e+03	1.1455e-01	-1.5161e+00	0.0000e+00	0.0000e+00
1.8150e+03	1.6710e+03	-1.1631e+00	-8.1113e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.6710e+03	-9.3871e-01	-5.2771e-01	0.0000e+00	0.0000e+00
1.9110e+03	1.6710e+03	-9.2730e-01	-7.7154e-01	0.0000e+00	0.0000e+00
1.9590e+03	1.6710e+03	-9.0990e-01	-9.6835e-01	0.0000e+00	0.0000e+00
2.0070e+03	1.6710e+03	-9.6753e-01	-1.2182e+00	0.0000e+00	0.0000e+00
3.9000e+01	1.6230e+03	1.1058e-01	-4.6651e-01	0.0000e+00	0.0000e+00
8.7000e+01	1.6230e+03	8.5457e-01	4.9969e-01	0.0000e+00	0.0000e+00
1.3500e+02	1.6230e+03	1.0333e+00	6.1399e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.6230e+03	1.1392e+00	8.1899e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.6230e+03	1.0261e+00	7.8154e-01	0.0000e+00	0.0000e+00
2.7900e+02	1.6230e+03	8.6648e-01	3.6418e-01	0.0000e+00	0.0000e+00
3.2700e+02	1.6230e+03	1.0552e+00	-3.3886e-01	0.0000e+00	0.0000e+00
3.7500e+02	1.6230e+03	1.1243e+00	-6.6561e-02	0.0000e+00	0.0000e+00
4.2300e+02	1.6230e+03	1.8865e+00	8.4739e-01	0.0000e+00	0.0000e+00
4.7100e+02	1.6230e+03	2.0858e+00	1.0646e+00	0.0000e+00	0.0000e+00
5.1900e+02	1.6230e+03	2.3881e+00	8.7320e-01	0.0000e+00	0.0000e+00
5.6700e+02	1.6230e+03	2.6236e+00	-6.8302e-02	0.0000e+00	0.0000e+00
6.1500e+02	1.6230e+03	2.4081e+00	-4.0958e-01	0.0000e+00	0.0000e+00
6.6300e+02	1.6230e+03	2.1966e+00	-6.0877e-01	0.0000e+00	0.0000e+00
7.1100e+02	1.6230e+03	1.8360e+00	-6.8858e-01	0.0000e+00	0.0000e+00
7.5900e+02	1.6230e+03	1.2860e+00	-7.5474e-01	0.0000e+00	0.0000e+00
8.0700e+02	1.6230e+03	7.9670e-01	-7.0014e-01	0.0000e+00	0.0000e+00
8.5500e+02	1.6230e+03	-8.1089e-01	-8.8425e-01	0.0000e+00	0.0000e+00
9.0300e+02	1.6230e+03	-1.9002e+00	2.7449e-01	0.0000e+00	0.0000e+00
9.5100e+02	1.6230e+03	-2.2227e+00	2.3171e-01	0.0000e+00	0.0000e+00
9.9900e+02	1.6230e+03	-1.7097e+00	3.2876e-01	0.0000e+00	0.0000e+00
1.0470e+03	1.6230e+03	-1.3485e+00	5.1469e-01	0.0000e+00	0.0000e+00
1.0950e+03	1.6230e+03	-1.2793e+00	7.7794e-01	0.0000e+00	0.0000e+00
1.1430e+03	1.6230e+03	-1.1367e+00	-1.6324e-01	0.0000e+00	0.0000e+00
1.1910e+03	1.6230e+03	-1.1242e+00	-1.3623e-01	0.0000e+00	0.0000e+00
1.2390e+03	1.6230e+03	-4.5216e-01	1.4600e-01	0.0000e+00	0.0000e+00
1.2870e+03	1.6230e+03	-2.7911e-01	2.5048e-01	0.0000e+00	0.0000e+00
1.3350e+03	1.6230e+03	5.6248e-01	3.9002e-01	0.0000e+00	0.0000e+00
1.3830e+03	1.6230e+03	-2.2027e-01	-3.9752e-03	0.0000e+00	0.0000e+00
1.4310e+03	1.6230e+03	-4.3196e-01	-4.0178e-01	0.0000e+00	0.0000e+00
1.4790e+03	1.6230e+03	-1.3866e-01	-1.6078e-01	0.0000e+00	0.0000e+00
1.5270e+03	1.6230e+03	4.4314e-01	-1.2400e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.6230e+03	2.3990e-01	-2.7721e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.6230e+03	-2.3249e-02	2.1719e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.6230e+03	-2.3490e-01	6.4597e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.6230e+03	-3.3535e-01	-2.4915e-01	0.0000e+00	0.0000e+00
1.7670e+03	1.6230e+03	2.4257e-01	-1.5070e+00	0.0000e+00	0.0000e+00
1.8150e+03	1.6230e+03	7.5670e-01	-9.9549e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.6230e+03	-3.8000e-01	-4.5062e-01	0.0000e+00	0.0000e+00
1.9110e+03	1.6230e+03	-6.6906e-01	-5.0698e-01	0.0000e+00	0.0000e+00
1.9590e+03	1.6230e+03	-6.7423e-01	-8.5948e-01	0.0000e+00	0.0000e+00
2.0070e+03	1.6230e+03	-6.9796e-01	-1.0549e+00	0.0000e+00	0.0000e+00
3.9000e+01	1.5750e+03	8.3761e-01	6.3447e-02	0.0000e+00	0.0000e+00
8.7000e+01	1.5750e+03	9.0273e-01	6.7481e-01	0.0000e+00	0.0000e+00
1.3500e+02	1.5750e+03	8.8064e-01	6.8115e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.5750e+03	9.1463e-01	5.6699e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.5750e+03	1.8354e+00	5.7627e-01	0.0000e+00	0.0000e+00
2.7900e+02	1.5750e+03	1.2411e+00	1.6903e-01	0.0000e+00	0.0000e+00
3.2700e+02	1.5750e+03	1.5074e+00	1.2926e+00	0.0000e+00	0.0000e+00
3.7500e+02	1.5750e+03	5.6776e-01	3.2231e-01	0.0000e+00	0.0000e+00
4.2300e+02	1.5750e+03	1.6907e+00	1.1071e+00	0.0000e+00	0.0000e+00
4.7100e+02	1.5750e+03	4.0900e-01	1.3535e+00	0.0000e+00	0.0000e+00
5.1900e+02	1.5750e+03	4.2028e-01	1.1855e+00	0.0000e+00	0.0000e+00
5.6700e+02	1.5750e+03	1.1097e-01	3.3382e-01	0.0000e+00	0.0000e+00
6.1500e+02	1.5750e+03	1.2777e+00	-5.9123e-01	0.0000e+00	0.0000e+00
6.6300e+02	1.5750e+03	2.1029e+00	-1.0890e+00	0.0000e+00	0.0000e+00
7.1100e+02	1.5750e+03	1.9571e+00	-1.0432e+00	0.0000e+00	0.0000e+00
7.5900e+02	1.5750e+03	1.3200e+00	-1.1552e+00	0.0000e+00	0.0000e+00
8.0700e+02	1.5750e+03	3.2434e-01	-1.2059e+00	0.0000e+00	0.0000e+00
8.5500e+02	1.5750e+03	-9.5589e-01	-1.2527e+00	0.0000e+00	0.0000e+00
9.0300e+02	1.5750e+03	-1.6499e+00	9.2569e-02	0.0000e+00	0.0000e+00
9.5100e+02	1.5750e+03	-2.1813e+00	-5.0393e-02	0.0000e+00	0.0000e+00
9.9900e+02	1.5750e+03	-1.8903e+00	-4.5587e-02	0.0000e+00	0.0000e+00
1.0470e+03	1.5750e+03	-1.4861e+00	5.0139e-01	0.0000e+00	0.0000e+00
1.0950e+03	1.5750e+03	-1.3573e+00	6.9076e-01	0.0000e+00	0.0000e+00
1.1430e+03	1.5750e+03	-1.5261e+00	4.0663e-01	0.0000e+00	0.0000e+00
1.1910e+03	1.5750e+03	-1.1418e+00	-1.9041e-01	0.0000e+00	0.0000e+00
1.2390e+03	1.5750e+03	-8.6854e-01	-2.8628e-01	0.0000e+00	0.0000e+00
1.2870e+03	1.5750e+03	-5.4566e-01	-9.9748e-02	0.0000e+00	0.0000e+00
1.3350e+03	1.5750e+03	-3.6665e-01	1.6293e-01	0.0000e+00	0.0000e+00
1.3830e+03	1.5750e+03	-4.2905e-01	-4.3337e-01	0.0000e+00	0.0000e+00
1.4310e+03	1.5750e+03	-1.1757e-01	-6.2115e-01	0.0000e+00	0.0000e+00
1.4790e+03	1.5750e+03	1.3760e-01	-5.5900e-01	0.0000e+00	0.0000e+00
1.5270e+03	1.5750e+03	2.9287e-03	-2.7277e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.5750e+03	-4.1263e-01	4.8350e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.5750e+03	-1.6837e-01	7.3534e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.5750e+03	-1.3473e-01	5.6138e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.5750e+03	-1.3338e-01	2.5087e-01	0.0000e+00	0.0000e+00
1.7670e+03	1.5750e+03	6.7331e-01	-2.6189e-01	0.0000e+00	0.0000e+00
1.8150e+03	1.5750e+03	1.0459e+00	-9.9266e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.5750e+03	7.3764e-01	-1.0066e+00	0.0000e+00	0.0000e+00
1.9110e+03	1.5750e+03	-1.3952e-02	-8.2135e-01	0.0000e+00	0.0000e+00
1.9590e+03	1.5750e+03	-4.1590e-01	-9.5745e-01	0.0000e+00	0.0000e+00
2.0070e+03	1.5750e+03	-4.9054e-01	-1.0127e+00	0.0000e+00	0.0000e+00
3.9000e+01	1.5270e+03	1.0206e+00	2.5136e-01	0.0000e+00	0.0000e+00
8.7000e+01	1.5270e+03	9.0376e-01	6.7481e-01	0.0000e+00	0.0000e+00
1.3500e+02	1.5270e+03	9.1196e-01	6.4378e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.5270e+03	9.8432e-01	-7.0627e-02	0.0000e+00	0.0000e+00
2.3100e+02	1.5270e+03	1.9563e+00	1.6917e-01	0.0000e+00	0.0000e+00
2.7900e+02	1.5270e+03	5.6089e-01	1.3391e+00	0.0000e+00	0.0000e+00
3.2700e+02	1.5270e+03	5.9039e-01	2.8079e+00	0.0000e+00	0.0000e+00
3.7500e+02	1.5270e+03	-9.9793e-01	5.7415e-01	0.0000e+00	0.0000e+00
4.2300e+02	1.5270e+03	-7.3428e-01	5.5370e-01	0.0000e+00	0.0000e+00
4.7100e+02	1.5270e+03	-5.2260e-01	1.7056e+00	0.0000e+00	0.0000e+00
5.1900e+02	1.5270e+03	2.3744e-01	1.2931e+00	0.0000e+00	0.0000e+00
5.6700e+02	1.5270e+03	1.1709e-01	-1.8206e-01	0.0000e+00	0.0000e+00
6.1500e+02	1.5270e+03	-1.5555e-01	-6.1528e-01	0.0000e+00	0.0000e+00
6.6300e+02	1.5270e+03	9.8289e-01	-4.7341e-01	0.0000e+00	0.0000e+00
7.1100e+02	1.5270e+03	1.8552e+00	-8.7675e-01	0.0000e+00	0.0000e+00
7.5900e+02	1.5270e+03	1.1798e+00	-1.7389e+00	0.0000e+00	0.0000e+00
8.0700e+02	1.5270e+03	-4.7667e-02	-1.5039e+00	0.0000e+00	0.0000e+00
8.5500e+02	1.5270e+03	-1.5188e+00	-1.4966e+00	0.0000e+00	0.0000e+00
9.0300e+02	1.5270e+03	-7.7777e-01	-4.7273e-01	0.0000e+00	0.0000e+00
9.5100e+02	1.5270e+03	-1.6032e+00	8.6503e-03	0.0000e+00	0.0000e+00
9.9900e+02	1.5270e+03	-1.2161e+00	-3.8536e-01	0.0000e+00	0.0000e+00
1.0470e+03	1.5270e+03	-4.2137e-01	6.9662e-01	0.0000e+00	0.0000e+00
1.0950e+03	1.5270e+03	-8.0904e-01	7.1352e-01	0.0000e+00	0.0000e+00
1.1430e+03	1.5270e+03	-1.3470e+00	3.2857e-01	0.0000e+00	0.0000e+00
1.1910e+03	1.5270e+03	-1.6096e+00	-2.0575e-01	0.0000e+00	0.0000e+00
1.2390e+03	1.5270e+03	-1.1393e+00	-4.4110e-01	0.0000e+00	0.0000e+00
1.2870e+03	1.5270e+03	-6.0929e-01	-3.7336e-01	0.0000e+00	0.0000e+00
1.3350e+03	1.5270e+03	-1.1082e-01	-3.3407e-01	0.0000e+00	0.0000e+00
1.3830e+03	1.5270e+03	7.7843e-02	-1.8824e-01	0.0000e+00	0.0000e+00
1.4310e+03	1.5270e+03	7.1412e-02	-5.4413e-01	0.0000e+00	0.0000e+00
1.4790e+03	1.5270e+03	9.5018e-02	1.1193e-01	0.0000e+00	0.0000e+00
1.5270e+03	1.5270e+03	-4.2303e-04	1.3257e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.5270e+03	-1.6864e-01	7.4696e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.5270e+03	-3.5406e-02	8.2061e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.5270e+03	6.3077e-02	7.1041e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.5270e+03	9.6234e-02	1.0528e+00	0.0000e+00	0.0000e+00
1.7670e+03	1.5270e+03	1.6118e-01	1.1698e+00	0.0000e+00	0.0000e+00
1.8150e+03	1.5270e+03	3.8497e-01	-1.6506e+00	0.0000e+00	0.0000e+00
1.8630e+03	1.5270e+03	4.5130e-01	-1.1180e+00	0.0000e+00	0.0000e+00
1.9110e+03	1.5270e+03	-2.9359e-01	-1.1431e+00	0.0000e+00	0.0000e+00
1.9590e+03	1.5270e+03	-3.4323e-01	-1.0935e+00	0.0000e+00	0.0000e+00
2.0070e+03	1.5270e+03	-3.4076e-01	-1.1157e+00	0.0000e+00	0.0000e+00
3.9000e+01	1.4790e+03	2.8173e-01	6.8082e-02	0.0000e+00	0.0000e+00
8.7000e+01	1.4790e+03	7.7791e-01	1.2219e+00	0.0000e+00	0.0000e+00
1.3500e+02	1.4790e+03	1.0142e+00	1.3119e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.4790e+03	1.6108e+00	-3.0485e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.4790e+03	8.8259e-01	1.0282e-01	0.0000e+00	0.0000e+00
2.7900e+02	1.4790e+03	-4.4067e-02	1.1849e+00	0.0000e+00	0.0000e+00
3.2700e+02	1.4790e+03	-1.1481e+00	1.2521e+00	0.0000e+00	0.0000e+00
3.7500e+02	1.4790e+03	-1.8061e+00	6.9882e-01	0.0000e+00	0.0000e+00
4.2300e+02	1.4790e+03	-1.7614e+00	6.0844e-01	0.0000e+00	0.0000e+00
4.7100e+02	1.4790e+03	-1.8484e+00	1.0509e+00	0.0000e+00	0.0000e+00
5.1900e+02	1.4790e+03	6.2537e-02	1.6385e-01	0.0000e+00	0.0000e+00
5.6700e+02	1.4790e+03	-1.0619e+00	-5.2341e-01	0.0000e+00	0.0000e+00
6.1500e+02	1.4790e+03	-1.4655e+00	-4.0444e-01	0.0000e+00	0.0000e+00
6.6300e+02	1.4790e+03	-1.7758e+00	1.8263e-01	0.0000e+00	0.0000e+00
7.1100e+02	1.4790e+03	-7.4295e-02	-2.4023e-01	0.0000e+00	0.0000e+00
7.5900e+02	1.4790e+03	-4.9403e-01	-1.9512e+00	0.0000e+00	0.0000e+00
8.0700e+02	1.4790e+03	-1.1766e+00	-1.4059e+00	0.0000e+00	0.0000e+00
8.5500e+02	1.4790e+03	-1.3803e+00	-1.0108e+00	0.0000e+00	0.0000e+00
9.0300e+02	1.4790e+03	-8.3267e-01	-7.3912e-01	0.0000e+00	0.0000e+00
9.5100e+02	1.4790e+03	-9.5253e-01	-4.1100e-01	0.0000e+00	0.0000e+00
9.9900e+02	1.4790e+03	-5.4884e-01	1.3478e-01	0.0000e+00	0.0000e+00
1.0470e+03	1.4790e+03	2.6087e-01	4.8537e-01	0.0000e+00	0.0000e+00
1.0950e+03	1.4790e+03	1.0907e-01	2.4707e-01	0.0000e+00	0.0000e+00
1.1430e+03	1.4790e+03	-9.2807e-01	1.9453e-01	0.0000e+00	0.0000e+00
1.1910e+03	1.4790e+03	-1.1093e+00	-1.4814e-01	0.0000e+00	0.0000e+00
1.2390e+03	1.4790e+03	-1.0471e+00	-4.5647e-01	0.0000e+00	0.0000e+00
1.2870e+03	1.4790e+03	-6.8431e-01	-5.4215e-01	0.0000e+00	0.0000e+00
1.3350e+03	1.4790e+03	-3.2376e-01	-2.7692e-01	0.0000e+00	0.0000e+00
1.3830e+03	1.4790e+03	3.9933e-02	-8.4714e-02	0.0000e+00	0.0000e+00
1.4310e+03	1.4790e+03	1.6324e-01	1.1499e-01	0.0000e+00	0.0000e+00
1.4790e+03	1.4790e+03	3.2783e-01	5.7725e-03	0.0000e+00	0.0000e+00
1.5270e+03	1.4790e+03	6.0512e-02	-2.4496e-02	0.0000e+00	0.0000e+00
1.5750e+03	1.4790e+03	-1.6152e-01	6.5982e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.4790e+03	-6.4005e-02	7.5830e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.4790e+03	-2.3656e-02	7.2491e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.4790e+03	-2.0441e-01	9.2153e-01	0.0000e+00	0.0000e+00
1.7670e+03	1.4790e+03	-9.2777e-01	8.1060e-01	0.0000e+00	0.0000e+00
1.8150e+03	1.4790e+03	-2.5609e-01	-7.7370e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.4790e+03	-2.1724e-01	-1.1037e+00	0.0000e+00	0.0000e+00
1.9110e+03	1.4790e+03	-5.5036e-01	-1.1317e+00	0.0000e+00	0.0000e+00
1.9590e+03	1.4790e+03	-3.2912e-01	-1.1285e+00	0.0000e+00	0.0000e+00
2.0070e+03	1.4790e+03	-1.6168e-01	-1.3138e+00	0.0000e+00	0.0000e+00
3.9000e+01	1.4310e+03	1.4217e+00	-1.1380e-01	0.0000e+00	0.0000e+00
8.7000e+01	1.4310e+03	7.4048e-01	2.1423e+00	0.0000e+00	0.0000e+00
1.3500e+02	1.4310e+03	3.6128e-01	-8.1926e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.4310e+03	1.4048e+00	-3.0368e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.4310e+03	5.1467e-02	2.4815e-01	0.0000e+00	0.0000e+00
2.7900e+02	1.4310e+03	-5.8208e-01	5.5743e-01	0.0000e+00	0.0000e+00
3.2700e+02	1.4310e+03	-1.1126e+00	5.9453e-01	0.0000e+00	0.0000e+00
3.7500e+02	1.4310e+03	-1.3668e+00	5.1673e-01	0.0000e+00	0.0000e+00
4.2300e+02	1.4310e+03	-1.6935e+00	2.3227e-01	0.0000e+00	0.0000e+00
4.7100e+02	1.4310e+03	-1.9849e+00	8.5867e-02	0.0000e+00	0.0000e+00
5.1900e+02	1.4310e+03	-2.6454e+00	9.9688e-02	0.0000e+00	0.0000e+00
5.6700e+02	1.4310e+03	-2.5287e+00	3.3069e-01	0.0000e+00	0.0000e+00
6.1500e+02	1.4310e+03	-1.6477e+00	2.2331e-01	0.0000e+00	0.0000e+00
6.6300e+02	1.4310e+03	-1.1763e+00	5.0708e-01	0.0000e+00	0.0000e+00
7.1100e+02	1.4310e+03	-1.2218e+00	4.3519e-01	0.0000e+00	0.0000e+00
7.5900e+02	1.4310e+03	-1.0937e+00	-2.2434e-01	0.0000e+00	0.0000e+00
8.0700e+02	1.4310e+03	-8.7361e-01	-6.3790e-01	0.0000e+00	0.0000e+00
8.5500e+02	1.4310e+03	-8.5910e-01	-1.0721e+00	0.0000e+00	0.0000e+00
9.0300e+02	1.4310e+03	1.5680e-01	-1.3658e+00	0.0000e+00	0.0000e+00
9.5100e+02	1.4310e+03	3.2593e-01	-8.5717e-01	0.0000e+00	0.0000e+00
9.9900e+02	1.4310e+03	-8.6715e-02	1.0341e-01	0.0000e+00	0.0000e+00
1.0470e+03	1.4310e+03	4.8728e-01	2.7660e-01	0.0000e+00	0.0000e+00
1.0950e+03	1.4310e+03	5.7548e-01	-1.0630e-01	0.0000e+00	0.0000e+00
1.1430e+03	1.4310e+03	-2.4341e-01	-4.2420e-01	0.0000e+00	0.0000e+00
1.1910e+03	1.4310e+03	-8.1843e-01	-1.5378e-01	0.0000e+00	0.0000e+00
1.2390e+03	1.4310e+03	-8.3849e-01	-4.8133e-01	0.0000e+00	0.0000e+00
1.2870e+03	1.4310e+03	-6.9414e-01	-6.8720e-01	0.0000e+00	0.0000e+00
1.3350e+03	1.4310e+03	-4.2234e-01	-7.3426e-01	0.0000e+00	0.0000e+00
1.3830e+03	1.4310e+03	-3.1198e-01	-5.1613e-01	0.0000e+00	0.0000e+00
1.4310e+03	1.4310e+03	-8.0656e-03	3.3800e-01	0.0000e+00	0.0000e+00
1.4790e+03	1.4310e+03	9.0972e-01	1.0591e+00	0.0000e+00	0.0000e+00
1.5270e+03	1.4310e+03	3.5659e-01	-2.7761e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.4310e+03	-1.5439e-01	7.1741e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.4310e+03	-2.6046e-03	6.6702e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.4310e+03	1.9980e-02	6.3019e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.4310e+03	2.0127e-02	4.4528e-01	0.0000e+00	0.0000e+00
1.7670e+03	1.4310e+03	3.9271e-01	-2.1477e-01	0.0000e+00	0.0000e+00
1.8150e+03	1.4310e+03	-1.0106e+00	-2.4566e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.4310e+03	-7.9002e-01	-8.0572e-01	0.0000e+00	0.0000e+00
1.9110e+03	1.4310e+03	-4.7563e-01	-9.4322e-01	0.0000e+00	0.0000e+00
1.9590e+03	1.4310e+03	-2.1221e-01	-1.0382e+00	0.0000e+00	0.0000e+00
2.0070e+03	1.4310e+03	1.5142e-01	-1.2790e+00	0.0000e+00	0.0000e+00
3.9000e+01	1.3830e+03	1.3792e+00	-2.2231e-01	0.0000e+00	0.0000e+00
8.7000e+01	1.3830e+03	1.3017e+00	6.4542e-01	0.0000e+00	0.0000e+00
1.3500e+02	1.3830e+03	1.6214e+00	-4.1844e-01	0.0000e+00	0.0000e+00
1.8300e+02	1.3830e+03	9.7312e-01	1.9116e-01	0.0000e+00	0.0000e+00
2.3100e+02	1.3830e+03	-2.3789e-01	6.2540e-01	0.0000e+00	0.0000e+00
2.7900e+02	1.3830e+03	-6.7444e-01	3.8097e-01	0.0000e+00	0.0000e+00
3.2700e+02	1.3830e+03	-9.8411e-01	2.6878e-01	0.0000e+00	0.0000e+00
3.7500e+02	1.3830e+03	-1.2034e+00	7.7899e-02	0.0000e+00	0.0000e+00
4.2300e+02	1.3830e+03	-1.4778e+00	-1.2701e-01	0.0000e+00	0.0000e+00
4.7100e+02	1.3830e+03	-1.7366e+00	-4.7247e-01	0.0000e+00	0.0000e+00
5.1900e+02	1.3830e+03	-2.9993e-01	1.5640e-01	0.0000e+00	0.0000e+00
5.6700e+02	1.3830e+03	-1.8437e+00	1.0941e+00	0.0000e+00	0.0000e+00
6.1500e+02	1.3830e+03	-1.5227e+00	1.1140e+00	0.0000e+00	0.0000e+00
6.6300e+02	1.3830e+03	-8.6335e-01	8.4313e-01	0.0000e+00	0.0000e+00
7.1100e+02	1.3830e+03	3.8731e-01	6.0383e-02	0.0000e+00	0.0000e+00
7.5900e+02	1.3830e+03	1.1031e+00	-8.4141e-01	0.0000e+00	0.0000e+00
8.0700e+02	1.3830e+03	3.6175e-01	-9.1338e-01	0.0000e+00	0.0000e+00
8.5500e+02	1.3830e+03	5.1090e-02	-1.1729e+00	0.0000e+00	0.0000e+00
9.0300e+02	1.3830e+03	7.8636e-01	-1.2055e+00	0.0000e+00	0.0000e+00
9.5100e+02	1.3830e+03	1.1159e+00	-6.3202e-01	0.0000e+00	0.0000e+00
9.9900e+02	1.3830e+03	1.4494e+00	7.2127e-02	0.0000e+00	0.0000e+00
1.0470e+03	1.3830e+03	1.0454e+00	-1.9705e-01	0.0000e+00	0.0000e+00
